day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
1,75000,KELP,2034,22,,,,,2037,22,,,,,2035.5,364.453125
1,75000,SQUID_INK,1830,22,,,,,1833,22,,,,,1831.5,276.9648438
1,75100,KELP,2034,28,,,,,2037,28,,,,,2035.5,366.8671875
1,75100,SQUID_INK,1831,28,,,,,1834,28,,,,,1832.5,290.6875
1,75100,RAINFOREST_RESIN,9996,2,9995,26,,,10002,8,10004,2,10005,26,9999,1452
1,75200,KELP,2035,7,2034,31,,,2038,31,,,,,2036.5,374.4179688
1,75200,SQUID_INK,1830,38,,,,,1833,31,,,,,1831.5,277.7304688
1,75200,RAINFOREST_RESIN,9996,1,9995,30,,,10004,1,10005,30,,,10000,1452
1,75300,RAINFOREST_RESIN,9998,7,9996,1,9995,26,10004,1,10005,26,,,10001,1452
1,75300,SQUID_INK,1830,27,,,,,1833,27,,,,,1831.5,277.8398438
1,75300,KELP,2035,27,,,,,2038,27,,,,,2036.5,383.5234375
1,75400,RAINFOREST_RESIN,9995,25,,,,,10005,25,,,,,10000,1452
1,75400,KELP,2034,25,,,,,2037,25,,,,,2035.5,370.7421875
1,75400,SQUID_INK,1830,25,,,,,1833,25,,,,,1831.5,279.0976563
1,75500,KELP,2034,23,,,,,2037,23,,,,,2035.5,371
1,75500,RAINFOREST_RESIN,9996,1,9995,22,,,10004,1,10005,22,,,10000,1452
1,75500,SQUID_INK,1831,23,,,,,1834,23,,,,,1832.5,288.6015625
1,75600,KELP,2034,25,,,,,2037,25,,,,,2035.5,370.9101563
1,75600,SQUID_INK,1830,25,,,,,1833,25,,,,,1831.5,281.7226563
1,75600,RAINFOREST_RESIN,9996,2,9995,23,,,9998,9,10004,2,10005,23,9997,1456
1,75700,RAINFOREST_RESIN,9996,2,9995,25,,,10004,2,10005,25,,,10000,1474
1,75700,SQUID_INK,1833,1,1831,27,,,1834,27,,,,,1833.5,304.1328125
1,75700,KELP,2036,1,2034,27,,,2037,27,,,,,2036.5,371.1992188
1,75800,RAINFOREST_RESIN,9996,2,9995,26,,,10002,3,10004,2,10005,26,9999,1474
1,75800,KELP,2036,1,2034,29,,,2037,28,,,,,2036.5,372.7890625
1,75800,SQUID_INK,1834,1,1832,29,,,1835,28,,,,,1834.5,317.0195313
1,75900,KELP,2034,24,,,,,2036,3,2037,24,,,2035,374.109375
1,75900,RAINFOREST_RESIN,9996,2,9995,22,,,10004,2,10005,22,,,10000,1474
1,75900,SQUID_INK,1833,24,,,,,1835,3,1836,24,,,1834,341.0585938
1,76000,KELP,2034,34,,,,,2037,31,,,,,2035.5,372.6601563
1,76000,SQUID_INK,1834,34,,,,,1837,31,,,,,1835.5,348.7070313
1,76000,RAINFOREST_RESIN,9998,8,9996,1,9995,30,10004,1,10005,30,,,10001,1474
1,76100,RAINFOREST_RESIN,10002,1,9995,28,,,10005,28,,,,,10003.5,1474
1,76100,SQUID_INK,1832,28,,,,,1835,28,,,,,1833.5,314.640625
1,76100,KELP,2034,28,,,,,2037,28,,,,,2035.5,372.4453125
1,76200,RAINFOREST_RESIN,9998,9,9995,28,,,10005,28,,,,,10001.5,1476
1,76200,KELP,2034,28,,,,,2037,28,,,,,2035.5,373.4375
1,76200,SQUID_INK,1831,28,,,,,1834,28,,,,,1832.5,303.9609375
1,76300,KELP,2034,22,,,,,2037,22,,,,,2035.5,372.9570313
1,76300,RAINFOREST_RESIN,9998,7,9996,1,9995,21,10004,1,10005,21,,,10001,1476
1,76300,SQUID_INK,1830,22,,,,,1833,22,,,,,1831.5,287.2226563
1,76400,SQUID_INK,1830,36,,,,,1833,28,,,,,1831.5,277.2265625
1,76400,KELP,2034,36,,,,,2038,28,,,,,2036,373.46875
1,76400,RAINFOREST_RESIN,9995,28,,,,,10005,28,,,,,10000,1476
1,76500,RAINFOREST_RESIN,10000,2,9995,28,,,10005,28,,,,,10002.5,1476
1,76500,SQUID_INK,1826,2,1825,28,,,1828,28,,,,,1827,196.3203125
1,76500,KELP,2035,2,2034,28,,,2037,28,,,,,2036,371.7070313
1,76600,RAINFOREST_RESIN,9995,29,,,,,10005,29,,,,,10000,1476
1,76600,SQUID_INK,1825,29,,,,,1828,29,,,,,1826.5,193.453125
1,76600,KELP,2034,29,,,,,2037,29,,,,,2035.5,370.9296875
1,76700,KELP,2034,30,,,,,2037,31,,,,,2035.5,371.4453125
1,76700,RAINFOREST_RESIN,9998,9,9996,1,9995,30,10004,1,10005,30,,,10001,1476
1,76700,SQUID_INK,1826,30,,,,,1829,31,,,,,1827.5,200.0488281
1,76800,SQUID_INK,1820,25,,,,,1824,25,,,,,1822,108.3867188
1,76800,KELP,2034,25,,,,,2037,25,,,,,2035.5,373.9257813
1,76800,RAINFOREST_RESIN,9995,25,,,,,10002,6,10005,25,,,9998.5,1476
1,76900,RAINFOREST_RESIN,9998,3,9996,2,9995,27,10004,2,10005,27,,,10001,1476
1,76900,SQUID_INK,1820,34,,,,,1823,29,,,,,1821.5,101.5351563
1,76900,KELP,2034,34,,,,,2037,29,,,,,2035.5,373.9257813
1,77000,RAINFOREST_RESIN,9995,28,,,,,10005,28,,,,,10000,1476
1,77000,SQUID_INK,1815,28,,,,,1817,4,1819,28,,,1816,18.65625
1,77000,KELP,2034,28,,,,,2036,4,2037,28,,,2035,374.7382813
1,77100,KELP,2036,5,2034,23,,,2038,22,,,,,2037,375.0234375
1,77100,RAINFOREST_RESIN,9998,10,9995,22,,,10005,22,,,,,10001.5,1476
1,77100,SQUID_INK,1822,5,1821,1,1820,22,1824,22,,,,,1823,129.0429688
1,77200,SQUID_INK,1821,30,,,,,1825,30,,,,,1823,143.8847656
1,77200,KELP,2034,30,,,,,2037,30,,,,,2035.5,376.125
1,77200,RAINFOREST_RESIN,9995,30,,,,,10005,30,,,,,10000,1476
1,77300,RAINFOREST_RESIN,9998,4,9996,1,9995,25,10004,1,10005,25,,,10001,1476
1,77300,SQUID_INK,1821,25,,,,,1824,26,,,,,1822.5,135.390625
1,77300,KELP,2034,25,,,,,2037,1,2038,25,,,2035.5,376.1367188
1,77400,RAINFOREST_RESIN,9996,2,9995,27,,,10004,2,10005,27,,,10000,1476
1,77400,SQUID_INK,1823,29,,,,,1824,3,1826,29,,,1823.5,165.5957031
1,77400,KELP,2034,29,,,,,2036,3,2037,29,,,2035,375.03125
1,77500,KELP,2034,24,,,,,2037,24,,,,,2035.5,376.9589844
1,77500,RAINFOREST_RESIN,9996,1,9995,23,,,10004,1,10005,23,,,10000,1476
1,77500,SQUID_INK,1823,24,,,,,1826,1,1827,23,,,1824.5,181.3964844
1,77600,SQUID_INK,1822,30,,,,,1825,30,,,,,1823.5,166.5078125
1,77600,KELP,2034,30,,,,,2038,30,,,,,2036,377.8652344
1,77600,RAINFOREST_RESIN,9998,3,9995,30,,,10005,30,,,,,10001.5,1476
1,77700,RAINFOREST_RESIN,10002,1,9996,1,9995,30,10004,1,10005,30,,,10003,1476
1,77700,SQUID_INK,1822,31,,,,,1825,1,1826,30,,,1823.5,171.7929688
1,77700,KELP,2034,31,,,,,2038,31,,,,,2036,379.9902344
1,77800,RAINFOREST_RESIN,9998,2,9996,2,9995,29,10004,2,10005,29,,,10001,1478
1,77800,SQUID_INK,1822,31,,,,,1825,31,,,,,1823.5,166.8496094
1,77800,KELP,2034,31,,,,,2038,31,,,,,2036,380.7519531
1,77900,KELP,2037,1,2034,26,,,2038,26,,,,,2037.5,381.3671875
1,77900,RAINFOREST_RESIN,9996,2,9995,24,,,9998,1,10002,7,10004,2,9997,1478
1,77900,SQUID_INK,1824,1,1822,26,,,1825,26,,,,,1824.5,164.7011719
1,78000,SQUID_INK,1821,21,,,,,1824,21,,,,,1822.5,159.8476563
1,78000,KELP,2035,21,,,,,2038,21,,,,,2036.5,386.2753906
1,78000,RAINFOREST_RESIN,9995,21,,,,,10005,21,,,,,10000,1480
1,78100,RAINFOREST_RESIN,9995,24,,,,,10005,24,,,,,10000,1480
1,78100,SQUID_INK,1821,23,,,,,1824,24,,,,,1822.5,157.2890625
1,78100,KELP,2035,23,,,,,2038,24,,,,,2036.5,387.6484375
1,78200,RAINFOREST_RESIN,10002,1,9995,24,,,10005,24,,,,,10003.5,1480
1,78200,SQUID_INK,1821,1,1819,29,,,1822,24,,,,,1821.5,140.0527344
1,78200,KELP,2037,1,2035,29,,,2038,24,,,,,2037.5,389.3886719
1,78300,KELP,2035,25,,,,,2038,25,,,,,2036.5,388.0410156
1,78300,RAINFOREST_RESIN,9995,25,,,,,10005,25,,,,,10000,1482
1,78300,SQUID_INK,1819,25,,,,,1822,25,,,,,1820.5,143.3330078
1,78400,SQUID_INK,1820,25,,,,,1823,25,,,,,1821.5,151.484375
1,78400,KELP,2035,25,,,,,2038,25,,,,,2036.5,387.625
1,78400,RAINFOREST_RESIN,9995,25,,,,,10005,25,,,,,10000,1482
1,78500,RAINFOREST_RESIN,9996,2,9995,23,,,10004,2,10005,23,,,10000,1482
1,78500,SQUID_INK,1820,29,,,,,1823,25,,,,,1821.5,147.9892578
1,78500,KELP,2035,29,,,,,2038,25,,,,,2036.5,386.8476563
1,78600,RAINFOREST_RESIN,9996,2,9995,23,,,10002,5,10004,2,10005,23,9999,1486
1,78600,SQUID_INK,1821,25,,,,,1823,3,1824,2,1825,23,1822,160.75
1,78600,KELP,2035,25,,,,,2037,3,2038,25,,,2036,387.5
1,78700,KELP,2035,26,,,,,2038,26,,,,,2036.5,387.7714844
1,78700,RAINFOREST_RESIN,9996,1,9995,25,,,10004,1,10005,25,,,10000,1486
1,78700,SQUID_INK,1821,26,,,,,1824,26,,,,,1822.5,159.2050781
1,78800,SQUID_INK,1821,29,,,,,1825,29,,,,,1823,160.5820313
1,78800,KELP,2035,29,,,,,2038,29,,,,,2036.5,388.0390625
1,78800,RAINFOREST_RESIN,9995,29,,,,,10005,29,,,,,10000,1506
1,78900,RAINFOREST_RESIN,9996,1,9995,25,,,9998,1,10004,1,10005,25,9997,1506
1,78900,SQUID_INK,1821,26,,,,,1824,26,,,,,1822.5,154.6914063
1,78900,KELP,2035,26,,,,,2038,26,,,,,2036.5,387.7578125
1,79000,RAINFOREST_RESIN,9996,1,9995,21,,,10004,1,10005,21,,,10000,1508
1,79000,SQUID_INK,1820,29,,,,,1823,22,,,,,1821.5,146.3203125
1,79000,KELP,2035,29,,,,,2038,22,,,,,2036.5,387.3828125
1,79100,KELP,2035,20,,,,,2038,20,,,,,2036.5,386.7285156
1,79100,RAINFOREST_RESIN,9995,20,,,,,9998,5,10005,20,,,9996.5,1508
1,79100,SQUID_INK,1820,20,,,,,1823,20,,,,,1821.5,143.3457031
1,79200,SQUID_INK,1821,26,,,,,1824,2,1825,24,,,1822.5,160.3144531
1,79200,RAINFOREST_RESIN,9996,2,9995,24,,,10002,9,10004,2,10005,24,9999,1518
1,79200,KELP,2035,26,,,,,2038,26,,,,,2036.5,386.8652344
1,79300,SQUID_INK,1822,26,,,,,1825,21,,,,,1823.5,163.9550781
1,79300,KELP,2035,26,,,,,2038,21,,,,,2036.5,386.9902344
1,79300,RAINFOREST_RESIN,9996,1,9995,20,,,10004,1,10005,20,,,10000,1518
1,79400,SQUID_INK,1820,33,,,,,1823,29,,,,,1821.5,145.3535156
1,79400,RAINFOREST_RESIN,9995,29,,,,,10005,29,,,,,10000,1518
1,79400,KELP,2035,33,,,,,2038,29,,,,,2036.5,387.3867188
1,79500,KELP,2037,7,2035,28,,,2038,28,,,,,2037.5,387.0761719
1,79500,RAINFOREST_RESIN,9996,2,9995,26,,,10004,2,10005,26,,,10000,1522
1,79500,SQUID_INK,1818,7,1816,28,,,1819,28,,,,,1818.5,103.8105469
1,79600,RAINFOREST_RESIN,9996,2,9995,23,,,10002,4,10004,2,10005,23,9999,1546
1,79600,KELP,2035,25,,,,,2037,3,2038,25,,,2036,392.234375
1,79600,SQUID_INK,1814,25,,,,,1816,3,1817,25,,,1815,103.6176758
1,79700,KELP,2035,25,,,,,2038,25,,,,,2036.5,392.3925781
1,79700,SQUID_INK,1815,25,,,,,1819,25,,,,,1817,110.2792969
1,79700,RAINFOREST_RESIN,9995,25,,,,,10005,25,,,,,10000,1546
1,79800,SQUID_INK,1815,25,,,,,1818,25,,,,,1816.5,108.6083984
1,79800,RAINFOREST_RESIN,9995,25,,,,,10005,25,,,,,10000,1546
1,79800,KELP,2034,25,,,,,2038,25,,,,,2036,390.9238281
1,79900,KELP,2035,3,2034,29,,,2038,29,,,,,2036.5,391.1191406
1,79900,SQUID_INK,1815,32,,,,,1818,29,,,,,1816.5,108.0068359
1,79900,RAINFOREST_RESIN,9996,1,9995,28,,,10002,6,10004,1,10005,28,9999,1546
1,80000,RAINFOREST_RESIN,9996,2,9995,24,,,10004,2,10005,24,,,10000,1546
1,80000,KELP,2034,26,,,,,2035,1,2038,26,,,2034.5,391.1738281
1,80000,SQUID_INK,1815,25,,,,,1818,26,,,,,1816.5,106.7558594
1,80100,KELP,2034,22,,,,,2038,22,,,,,2036,391.5429688
1,80100,SQUID_INK,1811,22,,,,,1814,22,,,,,1812.5,83.43554688
1,80100,RAINFOREST_RESIN,9996,1,9995,21,,,10004,1,10005,21,,,10000,1546
1,80200,SQUID_INK,1808,22,,,,,1812,22,,,,,1810,65.55957031
1,80200,RAINFOREST_RESIN,9995,22,,,,,10005,22,,,,,10000,1546
1,80200,KELP,2034,22,,,,,2038,22,,,,,2036,392.4697266
1,80300,KELP,2034,21,,,,,2036,6,2038,21,,,2035,393.3144531
1,80300,SQUID_INK,1805,21,,,,,1806,6,1808,21,,,1805.5,44.41015625
1,80300,RAINFOREST_RESIN,9996,1,9995,20,,,10000,6,10004,1,10005,20,9998,1546
1,80400,RAINFOREST_RESIN,9996,2,9995,23,,,10004,2,10005,23,,,10000,1546
1,80400,KELP,2034,25,,,,,2038,25,,,,,2036,392.1660156
1,80400,SQUID_INK,1804,25,,,,,1807,25,,,,,1805.5,31.99023438
1,80500,KELP,2034,22,,,,,2035,2,2038,22,,,2034.5,392.0253906
1,80500,SQUID_INK,1805,20,,,,,1808,22,,,,,1806.5,39.46875
1,80500,RAINFOREST_RESIN,9996,1,9995,21,,,9998,1,10004,1,10005,21,9997,1546
1,80600,SQUID_INK,1801,31,,,,,1803,2,1804,31,,,1802,0.23828125
1,80600,RAINFOREST_RESIN,9996,1,9995,30,,,10004,1,10005,30,,,10000,1548
1,80600,KELP,2034,31,,,,,2036,2,2038,31,,,2035,395.6640625
1,80700,SQUID_INK,1804,24,,,,,1807,24,,,,,1805.5,34.54296875
1,80700,KELP,2034,24,,,,,2038,24,,,,,2036,394.9804688
1,80700,RAINFOREST_RESIN,9998,3,9996,2,9995,22,10004,2,10005,22,,,10001,1548
1,80800,RAINFOREST_RESIN,9996,2,9995,22,,,10002,5,10004,2,10005,22,9999,1548
1,80800,KELP,2034,24,,,,,2036,6,2038,24,,,2035,394.828125
1,80800,SQUID_INK,1805,24,,,,,1807,6,1808,24,,,1806,49.4375
1,80900,SQUID_INK,1806,28,,,,,1808,6,1809,28,,,1807,56.6171875
1,80900,KELP,2034,28,,,,,2036,6,2038,28,,,2035,393.5078125
1,80900,RAINFOREST_RESIN,9996,1,9995,27,,,10002,7,10004,1,10005,27,9999,1548
1,81000,SQUID_INK,1800,31,,,,,1803,31,,,,,1801.5,-57.83789063
1,81000,RAINFOREST_RESIN,9996,1,9995,30,,,10004,1,10005,30,,,10000,1548
1,81000,KELP,2034,31,,,,,2038,31,,,,,2036,392.84375
1,81100,SQUID_INK,1802,24,,,,,1805,24,,,,,1803.5,-21.8515625
1,81100,KELP,2034,24,,,,,2038,24,,,,,2036,393.421875
1,81100,RAINFOREST_RESIN,9996,2,9995,22,,,10004,2,10005,22,,,10000,1548
1,81200,RAINFOREST_RESIN,9996,1,9995,28,,,10002,4,10004,1,10005,28,9999,1548
1,81200,KELP,2034,29,,,,,2037,1,2038,28,,,2035.5,391.921875
1,81200,SQUID_INK,1804,29,,,,,1807,29,,,,,1805.5,16.95703125
1,81300,SQUID_INK,1806,1,1805,2,1804,28,1808,30,,,,,1807,27.1953125
1,81300,KELP,2036,1,2034,30,,,2038,30,,,,,2037,396.0976563
1,81300,RAINFOREST_RESIN,10002,1,9996,2,9995,28,10004,2,10005,28,,,10003,1548
1,81400,SQUID_INK,1807,22,,,,,1810,1,1811,21,,,1808.5,67.74804688
1,81400,RAINFOREST_RESIN,9996,1,9995,21,,,10004,1,10005,21,,,10000,1550
1,81400,KELP,2034,22,,,,,2038,22,,,,,2036,401.3828125
1,81500,SQUID_INK,1807,22,,,,,1810,22,,,,,1808.5,64.54492188
1,81500,KELP,2034,22,,,,,2038,22,,,,,2036,401.3984375
1,81500,RAINFOREST_RESIN,9998,2,9995,22,,,10005,22,,,,,10001.5,1550
1,81600,RAINFOREST_RESIN,10002,1,9995,28,,,10005,28,,,,,10003.5,1550
1,81600,KELP,2035,28,,,,,2038,28,,,,,2036.5,406.046875
1,81600,SQUID_INK,1808,28,,,,,1811,28,,,,,1809.5,77.27148438
1,81700,SQUID_INK,1807,26,,,,,1810,26,,,,,1808.5,60.9140625
1,81700,KELP,2035,26,,,,,2038,26,,,,,2036.5,404.84375
1,81700,RAINFOREST_RESIN,9996,2,9995,24,,,10004,2,10005,24,,,10000,1552
1,81800,SQUID_INK,1812,21,,,,,1815,21,,,,,1813.5,122.9589844
1,81800,RAINFOREST_RESIN,9998,5,9995,21,,,10005,21,,,,,10001.5,1552
1,81800,KELP,2035,21,,,,,2038,21,,,,,2036.5,405.0859375
1,81900,SQUID_INK,1811,28,,,,,1814,28,,,,,1812.5,109.6660156
1,81900,RAINFOREST_RESIN,9995,28,,,,,10005,28,,,,,10000,1552
1,81900,KELP,2034,28,,,,,2038,28,,,,,2036,403.8789063
1,82000,RAINFOREST_RESIN,9996,1,9995,24,,,10002,3,10004,1,10005,24,9999,1552
1,82000,KELP,2035,25,,,,,2038,25,,,,,2036.5,406.5507813
1,82000,SQUID_INK,1812,25,,,,,1815,25,,,,,1813.5,122.4335938
1,82100,KELP,2035,26,,,,,2038,26,,,,,2036.5,413.390625
1,82100,SQUID_INK,1810,26,,,,,1814,26,,,,,1812,105.9394531
1,82100,RAINFOREST_RESIN,9995,26,,,,,9998,1,10005,26,,,9996.5,1552
1,82200,KELP,2035,31,,,,,2038,30,,,,,2036.5,411.1953125
1,82200,SQUID_INK,1810,31,,,,,1813,30,,,,,1811.5,98.87695313
1,82200,RAINFOREST_RESIN,9995,30,,,,,10005,30,,,,,10000,1554
1,82300,SQUID_INK,1809,32,,,,,1812,32,,,,,1810.5,84.12695313
1,82300,RAINFOREST_RESIN,9996,2,9995,30,,,10004,2,10005,30,,,10000,1554
1,82300,KELP,2035,32,,,,,2038,32,,,,,2036.5,409.71875
1,82400,RAINFOREST_RESIN,9996,1,9995,21,,,10004,1,10005,21,,,10000,1582
1,82400,KELP,2035,22,,,,,2038,22,,,,,2036.5,407.75
1,82400,SQUID_INK,1810,22,,,,,1813,22,,,,,1811.5,103.3144531
1,82500,KELP,2035,24,,,,,2038,24,,,,,2036.5,408.9609375
1,82500,SQUID_INK,1801,24,,,,,1804,24,,,,,1802.5,-15.6953125
1,82500,RAINFOREST_RESIN,9996,1,9995,23,,,9998,3,10004,1,10005,23,9997,1582
1,82600,KELP,2035,31,,,,,2036,5,2037,3,2038,31,2035.5,409.6796875
1,82600,SQUID_INK,1803,31,,,,,1804,5,1805,3,1806,31,1803.5,10.01367188
1,82600,RAINFOREST_RESIN,9996,2,9995,29,,,10000,5,10004,2,10005,29,9998,1588
1,82700,SQUID_INK,1805,32,,,,,1808,30,,,,,1806.5,73.3359375
1,82700,RAINFOREST_RESIN,9996,1,9995,29,,,10002,1,10004,1,10005,29,9999,1588
1,82700,KELP,2035,32,,,,,2038,30,,,,,2036.5,422.0703125
1,82800,RAINFOREST_RESIN,9998,10,9995,21,,,10005,21,,,,,10001.5,1588
1,82800,KELP,2035,21,,,,,2037,1,2038,21,,,2036,416.859375
1,82800,SQUID_INK,1804,21,,,,,1806,1,1807,21,,,1805,53.26953125
1,82900,KELP,2035,21,,,,,2038,21,,,,,2036.5,417.7734375
1,82900,SQUID_INK,1804,21,,,,,1807,21,,,,,1805.5,48.2734375
1,82900,RAINFOREST_RESIN,9998,9,9996,1,9995,20,10004,1,10005,20,,,10001,1588
1,83000,KELP,2035,30,,,,,2038,30,,,,,2036.5,416.796875
1,83000,SQUID_INK,1806,30,,,,,1809,30,,,,,1807.5,115.8242188
1,83000,RAINFOREST_RESIN,9998,8,9996,2,9995,28,10004,2,10005,28,,,10001,1588
1,83100,SQUID_INK,1805,26,,,,,1808,26,,,,,1806.5,89.1328125
1,83100,RAINFOREST_RESIN,9995,26,,,,,9998,5,10005,26,,,9996.5,1588
1,83100,KELP,2035,26,,,,,2038,26,,,,,2036.5,415.984375
1,83200,RAINFOREST_RESIN,9996,2,9995,29,,,10004,2,10005,29,,,10000,1598
1,83200,KELP,2035,31,,,,,2038,31,,,,,2036.5,419.0390625
1,83200,SQUID_INK,1805,31,,,,,1808,31,,,,,1806.5,69.93359375
1,83300,KELP,2035,23,,,,,2038,23,,,,,2036.5,420.2109375
1,83300,SQUID_INK,1801,1,1800,22,,,1804,23,,,,,1802.5,-59.26953125
1,83300,RAINFOREST_RESIN,9996,1,9995,22,,,10002,7,10004,1,10005,22,9999,1598
1,83400,KELP,2035,25,,,,,2037,3,2038,25,,,2036,418.90625
1,83400,SQUID_INK,1804,25,,,,,1805,3,1807,25,,,1804.5,40.125
1,83400,RAINFOREST_RESIN,9996,1,9995,24,,,10004,1,10005,24,,,10000,1598
1,83500,SQUID_INK,1802,1,1800,30,,,1803,30,,,,,1802.5,-93.3671875
1,83500,RAINFOREST_RESIN,9995,30,,,,,10005,30,,,,,10000,1598
1,83500,KELP,2037,1,2035,30,,,2038,30,,,,,2037.5,414.9609375
1,83600,RAINFOREST_RESIN,9998,1,9995,24,,,10005,24,,,,,10001.5,1598
1,83600,KELP,2035,24,,,,,2038,24,,,,,2036.5,414.3125
1,83600,SQUID_INK,1803,24,,,,,1806,24,,,,,1804.5,25.9375
1,83700,KELP,2034,27,,,,,2038,27,,,,,2036,398.609375
1,83700,SQUID_INK,1802,27,,,,,1805,27,,,,,1803.5,-22.92578125
1,83700,RAINFOREST_RESIN,9996,1,9995,26,,,10002,7,10004,1,10005,26,9999,1598
1,83800,KELP,2034,22,,,,,2038,22,,,,,2036,404.15625
1,83800,SQUID_INK,1800,22,,,,,1803,22,,,,,1801.5,-92.12109375
1,83800,RAINFOREST_RESIN,9995,22,,,,,9998,2,10005,22,,,9996.5,1598
1,83900,SQUID_INK,1799,26,,,,,1802,26,,,,,1800.5,-108.640625
1,83900,RAINFOREST_RESIN,9998,4,9996,1,9995,25,10004,1,10005,25,,,10001,1646
1,83900,KELP,2035,1,2034,25,,,2038,26,,,,,2036.5,407.921875
1,84000,RAINFOREST_RESIN,9996,1,9995,20,,,10004,1,10005,20,,,10000,1646
1,84000,KELP,2034,20,,,,,2038,21,,,,,2036,405.3515625
1,84000,SQUID_INK,1798,20,,,,,1801,21,,,,,1799.5,-154.8984375
1,84100,KELP,2035,30,,,,,2038,30,,,,,2036.5,410.484375
1,84100,RAINFOREST_RESIN,9996,2,9995,28,,,10004,2,10005,28,,,10000,1646
1,84100,SQUID_INK,1800,30,,,,,1803,30,,,,,1801.5,-93.1171875
1,84200,KELP,2035,2,2034,29,,,2038,31,,,,,2036.5,407.125
1,84200,SQUID_INK,1798,31,,,,,1801,31,,,,,1799.5,-145.671875
1,84200,RAINFOREST_RESIN,9996,2,9995,29,,,10004,2,10005,29,,,10000,1646
1,84300,RAINFOREST_RESIN,9995,20,,,,,10005,20,,,,,10000,1646
1,84300,SQUID_INK,1797,25,,,,,1800,20,,,,,1798.5,-191.2460938
1,84300,KELP,2035,5,2034,20,,,2038,20,,,,,2036.5,404.1484375
1,84400,RAINFOREST_RESIN,9996,2,9995,26,,,10004,2,10005,26,,,10000,1646
1,84400,KELP,2034,28,,,,,2038,28,,,,,2036,400.8125
1,84400,SQUID_INK,1797,28,,,,,1800,28,,,,,1798.5,-187.9296875
1,84500,KELP,2035,5,2034,24,,,2038,24,,,,,2036.5,399.9609375
1,84500,RAINFOREST_RESIN,9998,2,9996,1,9995,23,10004,1,10005,23,,,10001,1646
1,84500,SQUID_INK,1797,29,,,,,1800,24,,,,,1798.5,-181.765625
1,84600,KELP,2034,30,,,,,2038,30,,,,,2036,399.546875
1,84600,SQUID_INK,1795,30,,,,,1798,30,,,,,1796.5,-257.5976563
1,84600,RAINFOREST_RESIN,9995,30,,,,,10005,30,,,,,10000,1646
1,84700,RAINFOREST_RESIN,9996,2,9995,23,,,10002,8,10004,2,10005,23,9999,1646
1,84700,SQUID_INK,1799,25,,,,,1802,25,,,,,1800.5,-122.4179688
1,84700,KELP,2034,25,,,,,2038,25,,,,,2036,399.5546875
1,84800,RAINFOREST_RESIN,9995,26,,,,,10005,26,,,,,10000,1646
1,84800,KELP,2034,26,,,,,2038,26,,,,,2036,397.8515625
1,84800,SQUID_INK,1799,26,,,,,1802,26,,,,,1800.5,-131.0039063
1,84900,KELP,2034,22,,,,,2038,22,,,,,2036,396.5625
1,84900,RAINFOREST_RESIN,9995,22,,,,,10002,5,10005,22,,,9998.5,1646
1,84900,SQUID_INK,1801,22,,,,,1805,22,,,,,1803,-36.4609375
1,85000,KELP,2034,24,,,,,2036,3,2038,24,,,2035,395.7734375
1,85000,SQUID_INK,1802,24,,,,,1803,3,1805,24,,,1802.5,-32.15234375
1,85000,RAINFOREST_RESIN,9996,1,9995,23,,,10004,1,10005,23,,,10000,1646
1,85100,RAINFOREST_RESIN,9996,1,9995,30,,,10002,4,10004,1,10005,30,9999,1646
1,85100,SQUID_INK,1803,31,,,,,1806,31,,,,,1804.5,8.6484375
1,85100,KELP,2034,31,,,,,2037,1,2038,30,,,2035.5,394.0703125
1,85200,RAINFOREST_RESIN,10000,4,9995,21,,,10005,21,,,,,10002.5,1654
1,85200,SQUID_INK,1806,4,1805,21,,,1808,21,,,,,1807,78.84375
1,85200,KELP,2035,4,2034,21,,,2038,21,,,,,2036.5,398.6171875
1,85300,KELP,2034,30,,,,,2038,30,,,,,2036,401.1796875
1,85300,RAINFOREST_RESIN,9996,2,9995,28,,,10004,2,10005,28,,,10000,1654
1,85300,SQUID_INK,1807,30,,,,,1810,30,,,,,1808.5,167.828125
1,85400,SQUID_INK,1808,22,,,,,1811,1,1812,21,,,1809.5,206.171875
1,85400,KELP,2035,1,2034,21,,,2038,22,,,,,2036.5,406.3203125
1,85400,RAINFOREST_RESIN,9996,1,9995,21,,,10004,1,10005,21,,,10000,1654
1,85500,RAINFOREST_RESIN,9996,1,9995,20,,,10004,1,10005,20,,,10000,1654
1,85500,SQUID_INK,1806,21,,,,,1808,5,1809,21,,,1807,135.6796875
1,85500,KELP,2035,21,,,,,2037,5,2038,21,,,2036,416.53125
1,85600,RAINFOREST_RESIN,9995,29,,,,,10002,9,10005,29,,,9998.5,1654
1,85600,SQUID_INK,1806,29,,,,,1809,29,,,,,1807.5,126.6132813
1,85600,KELP,2035,29,,,,,2038,29,,,,,2036.5,418.171875
1,85700,KELP,2035,28,,,,,2038,28,,,,,2036.5,411.375
1,85700,RAINFOREST_RESIN,9995,28,,,,,10005,28,,,,,10000,1654
1,85700,SQUID_INK,1806,28,,,,,1809,28,,,,,1807.5,133.4140625
1,85800,SQUID_INK,1808,23,,,,,1811,25,,,,,1809.5,182.7695313
1,85800,KELP,2034,25,,,,,2035,2,2038,25,,,2034.5,403.75
